Address,X,Y
324 Highview Ave E,-81.25566841,42.9485898
440 Barker St,-87.78529818,42.73817037
4200 Campbell St N,-81.2938043,42.91331618
367 Richmeadow Rd,-81.3146884,42.9831138
2 Cummings Ave,-73.763825,41.050759
2 St Patrick St,-78.7309029,44.3590934
54 Price St,-71.41228772,41.79573589
15 St Julien St,13.0401084,47.8109097
2270 River Rd,-77.3808971,39.0812915
100 Crumlin Sdrd,0,0
3001 Gore Rd,0.2510535,51.4341402
641 Sprucewood Dr,-81.25549471,43.04393602
1715 Marconi Blvd,-73.397191,40.681606
214 Plane Tree Dr,-81.29208166,43.02964294
4109 Blakie Rd,-81.2536723,42.9194776
5200 Highbury Ave S,-81.1816896,42.9390609
225 Chambers Ave,-81.270885,43.037338
1360 Adelaide St N,-81.251571,43.029019
1620 Wilton Grove Rd,-81.16340877,42.93083863
1617 Wilton Grove Rd,-81.16341533,42.93057321
99 Prince Of Wales Gate,-81.3317102,42.99366568
601 Exeter Rd,0.4922537,51.7450148
3526 Dingman Dr,-81.21186315,42.91403961
120 Meadowlily Rd S,-81.1867976,42.9678497
1300 Commissioners Rd E,-81.2466039,42.9575023
696 Wellington Rd,-2.0913508,57.1100198
1070 Kipps Lane,-81.234077,43.021216
815 Windermere Rd,-89.9406933,35.2387497
1205 Crosscreek Cres,-81.22343665,43.02809869
868 Windermere Rd,-89.9406933,35.2387497
905 Blackmaple Crt,-81.23149746,43.02762691
700 Pond Mills Rd,-81.192728,42.9430796
76 Tetherwood Blvd,-81.25651322,43.017284
1 Mackellar Ave,145.1666798,-37.9120221
1200 Oxford St W,-81.32327669,42.9747766
682 Southdale Rd W,-81.30735407,42.93724293
1811 Pinnacle Pky,-82.03732761,35.52479526
1810 Pinnacle Pky,-81.3016269,43.0252557
5 Northcrest Gate,175.1444288,-37.400476
1511 Shore Rd,-61.50960925,45.91921619
1285 Richmond St,-81.27176431,43.01599119
121 Oakside St,-81.214406,43.008787
7197 Clayton Walk,-122.7089272,49.1288752
72 Wyatt St,-71.40702935,41.80133841
153 West Rivertrace Walk,0,0
450 Mcgarrell Dr,-81.2942805,43.0245141
1136 Smither Rd,-81.3181516,42.995081
460 Sugarcreek Trail,-81.2819847,42.982599
1750 Oxford St W,-81.2615393,42.992927
50 Greenside Ave,-83.65554941,42.23617541
78 Riverside Dr,-71.51200673,44.59287681
39 Connaught Ave,-65.06517682,44.94182933
25 Beaufort St,-81.26405531,42.99592746
901 Commissioners Rd E,-81.21570913,42.95880513
780 Mapleridge St,-95.47509057,29.6971378
1590 Warbler Woods Walk,-81.3563717,42.964291
7198 Clayton Walk,-122.7089272,49.1288752
40 Capulet Lane,-93.44903254,36.60425492
2135 Blackwater Rd,-82.94134159,39.46406199
230 Greenwood Ave,-63.73943666,44.6499621
135 Optimist Park Dr,-81.33602066,42.938655
43 Cheltenham Rd,-1.950589123,52.0834568
887 South Wenige Dr,-81.25247419,43.04691645
995 South Wenige Dr,-81.2536682,43.049648
1680 Milestone Rd,-81.24554421,43.04445111
745 Longworth Rd,-1.2693545,51.7624693
2295 Ballymote Way,-81.2476489,43.0557885
420 Ambleside Dr,-81.30169143,43.01920692
60 Pitcarnie Cres,-81.3042094,43.0112179
211 Halls Mill Rd,-86.54416539,35.55211995
1617 Hyde Park Rd,-1.8776247,53.7155302
4695 Dingman Dr,-81.26430525,42.90920629
204 Skyline Ave,-79.09502615,38.15672617
3355 White Oak Rd,-78.64793259,35.82228632
1605 Shore Rd,-61.50770565,45.91540237
881 Adirondack Rd,-81.30043855,42.93910094
2875 Bateman Trail,-81.2564108,42.93961
29 Brookside St,152.9889002,-27.6143317
18 Elmwood Ave W,-75.17344303,38.66339241
50 Springbank Dr,-81.26526036,42.97540443
106 Springbank Dr,-81.26976146,42.97510622
201 Wharncliffe Rd S,-81.2619879,42.9702503
180 Emery St W,-73.61487412,40.68956984
920 Sunningdale Rd E,-124.4389684,49.3500302
919 Blackmaple Crt,-81.23125718,43.02771665
637 Ridgeview Dr,-81.23405337,43.02455663
1369 Clarke Rd,-75.14391893,40.13641017
1760 Oxford St W,-81.2615393,42.992927
77 Connaught Ave,-65.06220759,44.94355816
1480 Commissioners Rd E,-81.17959826,42.96415745
1036 Shelborne Pl,-121.1699464,38.7585428
4322 Masterson Cir,-81.31144785,42.91308196
1251 South Wenige Dr,-81.2536682,43.049648
2070 Wallingford Ave,-0.2205577,51.5180939
955 Byronmanor Rd,0,0
3155 Meadowgate Blvd,-81.1802431,42.962521
61 Repton Ave,-81.26649383,43.03786743
1271 Cranbrook Rd,0.6745929,51.0666026
1270 Cranbrook Rd,0.6745929,51.0666026
2190 Kains Rd,-81.3655318,42.9722014
139 Dundas St,-82.40075991,42.98254708
453 Oxford St W,-81.2615393,42.992927
630 Proudfoot Lane,-81.28704037,42.98424592
635 Proudfoot Lane,-81.28612263,42.98364726
2123 Springridge Dr,-90.11801564,32.38638357
1510 Hamilton Rd,-1.5006101,52.276033
1585 Riverbend Rd,-75.53183194,40.55991855
35 Debbie Lane,-76.29838171,39.91542094
460 Killarney Rd,-88.38924501,43.2057606
545 Killarney Rd,-92.95864947,45.05151603
741 Redtail Trail,-122.111892,37.764891
741 Redtail Trail,-122.111892,37.764891
1319 Hyde Park Rd,-76.44109278,39.29633149
740 Thistlewood Dr,-82.1281396,34.89194595
1965 Coronation Dr,0.833207,51.1434702
1045 Wonderland Rd N,-81.30254589,43.00280733
1830 Coronation Dr,0.833207,51.1434702
6760 Raleigh Blvd,-77.8002334,35.9359685
1115 Whetherfield St,-81.3071924,42.9852436
2384 Buroak Dr,-81.3249457,43.0252209
2190 Kains Rd,-81.3655318,42.9722014
3150 Wonderland Rd S,-81.27771798,42.92368282
1480 Privet Pl,153.0978061,-27.5261446
1695 Hyde Park Rd,-81.33325671,43.00159619
1972 Valleyrun Blvd,-81.3052362,43.0261827
1260 Coronation Dr,0.833207,51.1434702
3470 Settlement Trail,-81.3104068,42.9315195
1845 Canvas Way,-81.270636,43.0439113
1835 Canvas Way,-81.270636,43.0439113
450 Sunningdale Rd W,-124.4436078,49.3500684
1940 Woodhull Rd,-81.37950531,42.95905109
1602 Hamilton Rd,-1.5006101,52.276033
214 Chalet Cres,-81.3439322,42.9462375
1565 Privet Pl,153.0978061,-27.5261446
1955 Rollingacres Dr,0,0
3540 Settlement Trail,-81.3104068,42.9315195
3555 Morgan Cres,0.1389709,51.5635624
3035 Singleton Ave,150.9958213,-33.9590181
75 Horton St E,-81.2517348,42.977541
255 Thames St,-71.31480992,41.48651113
10 Wortley Rd,-81.25653298,42.97872141
1A York St,-81.9935085,43.1009093
10 Riverside Dr,-71.51487198,44.5919722
264 Greenwood Ave,-71.45921327,41.71281781
290 Hale St,-70.8471207,42.5572474
2245 Torrey Pines Way,-104.8189565,39.04842085
2245 Royal Oaks Bend,-81.2940039,43.0391906
1940 Frederick Cres,-0.1067133,51.4773163
2080 Wallingford Ave,-0.2205577,51.5180939
2890 Devon Rd,0.8739594,51.8730036
125 Pebblecreek Walk,-81.2935541,43.0409454
595 Blackacres Blvd,-81.3091292,43.0090941
3350 Singleton Ave,150.9958213,-33.9590181
6959 Raleigh Blvd,-77.8002334,35.9359685
650 Sovereign Rd,-81.15134383,43.00830497
250 Richmond St,-84.3028886,30.454495
1540 Stackhouse Ave,172.5881981,-43.4915732
625 Grenfell Dr,-1.9335758,52.469388
1580 Trossacks Ave,-81.2446855,43.038694
160 Villagewalk Blvd,-81.2923631,43.0393605
1723 Foxwood Ave,150.8851396,-33.7214033
2097 Wickerson Rd,-81.3509784,42.951446
3841 Cheese Factory Rd,-85.78152504,46.28585584
1625 Adelaide St N,-81.26006466,43.04464307
545 Killarney Rd,-92.95864947,45.05151603
1075 Melsetter Way,-81.3180825,43.0206891
925 Dundas St,-80.7338656,43.13355963
696 Wellington Rd,-2.0913508,57.1100198
1859 Herbert Ave,-77.00087921,39.51735729
1848 Parkhurst Ave,151.0073132,-33.9624819
1851 Parkhurst Ave,151.0073132,-33.9624819
800 Superior Dr,-83.163834,42.573335
165 Elmwood Ave E,-75.1719563,38.6640023
1450 Privet Pl,153.0978061,-27.5261446
330 Sunningdale Rd W,-124.4436078,49.3500684
960 Foxcreek Rd,-82.8754596,40.23763675
2075 Pennyroyal St,-81.2270984,43.0483811
4501 Dingman Dr,-81.2079041,42.9142281
1457 Devos Dr,-81.2422327,43.0424928
501 Southdale Rd W,-81.2882334,42.9375686
710 Southdale Rd E,-81.22550675,42.94533245
765 South Wenige Dr,-81.2536682,43.049648
1545 Wharncliffe Rd S,-81.27252446,42.92797545
941 Commissioners Rd E,-81.2123484,42.9595702
3150 Tokala Trail,-81.327752,43.0155315
4230 Highbury Ave S,-81.17244312,42.92338095
2325 River Rd,-77.3808971,39.0812915
1470 North Wenige Dr,-81.2521866,43.0514826
1060 Byron Baseline Rd,-81.32021344,42.95393358
7053 Clayton Walk,-122.7089272,49.1288752
4386 Dingman Dr,-81.2079041,42.9142281
1415 Dyer Cres,-81.3361154,43.0171118
1373 Trafalgar St,-2.2547641,53.4964076
2547 Boyd Crt,147.2321541,-42.7876934
2246 Torrey Pines Way,-104.8189565,39.04842085
2125 Springridge Dr,-90.11800973,32.38638914
2245 Dauncey Cres,-81.2751972,43.0473115
1443 Staffordshire Rd,-95.54428929,29.601176
735 Pinecourt Pl,-81.2549693,43.0439517
2245 Water Oak Dr,-89.9678898,35.2095369
1170 Hyde Park Rd,-76.44068701,39.29471512
1239 Staffordshire Pl,-79.5327774,43.5991352
1467 Trafalgar St,-2.2547641,53.4964076
1875 Oxford St W,-81.2615393,42.992927
7 Annadale Dr,-6.240027159,53.3697444
104 Fitzwilliam Blvd,-81.33152134,42.97972928
723 Lorne Ave,150.6937289,-33.7722748
1695 Hyde Park Rd,-81.33325671,43.00159619
237 Pebblecreek Walk,-81.2935541,43.0409454
308 Callaway Rd,-82.8813517,33.79413573
7268 Clayton Walk,-122.7089272,49.1288752
600 Industrial Rd,-1.9156166,53.7112961
626 Grenfell Dr,-1.9335758,52.469388
21 Watson St,-83.05590281,42.34501755
1150 Gainsborough Rd,-81.33724622,42.99713176
564 Killarney Rd,-92.95860449,45.05138051
1160 Blackwell Blvd,-94.17993351,30.4237693
2310 Red Thorne Ave,-81.2922487,42.918983
7391 Siver Creek Cres,0,0
1586 Finley Cres,-81.3261427,42.9927601
793 Silversmith St,-81.3015285,42.98460374
2660 Sheffield Blvd,-95.203984,29.763967
7397 Silver Creek Crescent,-81.3214449,42.9215727
1437 Trafalgar St,0,0
