Address,X,Y
"Cathcart St, London, ON N6C 3M9",-81.24975123,42.96401141
"1200 Commissioners Rd E, London, ON N5Z 5B6",-81.1952397,42.9623805
"40 Quinella Dr, London, ON N6K 4K9",-81.29559878,42.96074174
"784 Viscount Rd, London, ON N6J 4E7",-81.2794246,42.95061943
"1A1, 625 Springbank Dr, London, ON",-81.29675088,42.96197854
"1305 Brydges St, London, ON N5W 2C5",-81.19969115,42.98888786
"1345 Cheapside St, London, ON N5V 3N9",-81.212105,43.014075
"828 Deveron Crescent, London, ON N5Z 5B4",-81.1954659,42.9679694
"Shelborne St, London, ON N5Z 5A8",-81.1955373,42.9677775
"175 Whisperwood Ave, London, ON N6K 4C6",-81.32404884,42.9479192
"35 Fallons Ln, London, ON N5V 5C1",-81.20701732,43.02598685
"82 Meadowridge Rd, London, ON N6H 5E6",-81.30915379,42.98374767
"2 Shady Ln, London, ON N5X 3N8",-81.27290352,43.0217597
"1948 Wavell St, London, ON N5V 4B7",-81.16767341,43.00045547
"265 Bournemouth Dr, London, ON N5V 4S5",-81.14792576,42.99111161
"311 Oakland Ave, London, ON N5W 4J5",-81.20480589,42.99153109
"7097 Kilbourne Rd, London, ON N6P 1K5",-81.3205858,42.9161701
"4838 Colonel Talbot Rd, London, ON N6P 1H7",-81.29113913,42.896576
"704 Longworth Rd, London, ON N6K 4W2",-81.3073391,42.94626271
"1985 Richmond St, London, ON N5X 0A6",-81.28293117,43.03574462
"6518 Bradish Rd, London, ON N6N 1N6",-81.196602,42.8655369
"3370 Homewood Ln, London, ON N6P 1K2",-81.33947295,42.92443905
"650 Osgoode Dr, London, ON N6E 1C1",-81.2130645,42.9422472
"33A Clara Crescent, London, ON N6E 3G8",-81.23861273,42.93044341
"1750 Huron St, London, ON N5V 3A2",-81.19455257,43.02775039
"220 Sunnyside Dr, London, ON N5X 3R1"," -81.267347353643.024207806322885,7477",43.02420781
"1324 Adelaide St N, London, ON N5X 1J9",-81.24798437,43.02390728
"65 Ann St, London, ON N6A 1R1",-81.25881203,42.99181703
"113 Cottonwood Crescent, London, ON N6G 2Y7",-81.31395714,43.0086394
"1830 Aldersbrook Rd, London, ON N6G 3N4",-81.31820292,43.01394841
"199 Lorraine Ave, London, ON N6H 2G4",-81.26815798,42.98927844
"280 Millbank Dr, London, ON N6C 4W2",-81.20846894,42.95199842
"19 Becher St, London, ON N6C 1A4",-81.25910791,42.98083213
"78 Riverside Dr, London, ON N6H 1B4",-81.26261979,42.9795335
"6 Stanley St, London, ON N6C 1A8",-81.25613242,42.97904831
"555 Sanatorium Rd, London, ON N6H 3W6",-81.3304705,42.96557797
"55 Cartier Rd, London, ON N5V 1G4",-81.16073135,42.99794051
"79 David St, London, ON N6P 1B4",-81.28726277,42.90832693
"3 Glenroy Rd, London, ON N5Z 4H2",-81.19030728,42.95237851
"1210 Southdale Rd E, London, ON N6E 1B4",-81.20407276,42.94552133
"451 Pond Mills Rd, London, ON N5Z 4Z3",-81.1916197,42.9322031
"239 Ambleside Dr, London, ON N6G 4P4",-81.29298156,43.01796485
"25 McLean Dr, London, ON N5X 1Y2",-81.23550537,43.03672576
"530 Third St, London, ON N5V 2C2",-81.18698009,43.00752657
"63 Mohegan Crescent, London, ON N5V 2X7",-81.1948013,43.0314196
"43 Shaftesbury Ave, London, ON N6C 2Y5",-81.20507727,42.9496854
"1375 Clarke Rd, London, ON N5V 5B4",-81.19194612,43.03264695
"927 Osgoode Dr, London, ON N6E 1C9",-81.21555598,42.93875593
"1050 Plantation Road, London, ON N6H 2Y5",-81.31325553,42.97209997
"Viscount Rd, London, ON N6K 1H5",-81.29574016,42.94653952
"1 Optimist Park Dr, London, ON N6K 4J8",-81.3289,42.9419313
"556 Wonderland Rd N, London, ON N6H 3E3",-81.28949898,42.97676952
"270 Chelton Rd, London, ON N6M 0B9",-81.17805724,42.96061856
"152 Bexhill Close, London, ON N6E 3B1",-82.79872424,39.98986657
"551 Windermere Rd, London, ON N5X 2T1",-81.255906,43.018104
"Stoneybrook Crescent, London, ON N5X 3V2",-81.2475296,43.0208208
"651 Windermere Rd, London, ON N5X 2P1",-81.25578495,43.02134859
"65 Meadowlily Rd S #35, London, ON N6M 1C3",-81.18797834,42.97359719
"1139 Hamilton Rd, London, ON N5W 1A7",-81.18078583,42.97379658
"rd e 1e8, 1510 Commissioners Rd E, London, ON N6M 1E8",-81.17785496,42.96410328
"3800 Colonel Talbot Rd, London, ON N6P 1H5",-81.3205858,42.9161701
"482 Riverside Dr, London, ON N6H 2R7",-81.28743414,42.97707864
"445 Pond Mills Rd, London, ON N5Z 3A1",-81.2090488,42.9723456
"601 Wonderland Rd N, London, ON N6H 3E2",-81.3072762,43.01282
"531 Ridout St N, London, ON N6A 2P8",-81.25545362,42.98483115
"61 Springbank Dr, London, ON N6J 1E5",-81.2665261,42.9754743
"Evergreen Ave, London, ON N6J 1A5",-81.26828791,42.97763268
"1017 Western Rd, London, ON N6G 1G5",-81.27415239,42.99627469
"38 Kennedy Pl, London, ON N5V 4W1",-81.15319263,42.99283513
"1 Adelaide St N, London, ON N6B 3P8",-81.22657827,42.97558225
"959 Hamilton Road East, London, ON N5W 1A2",-81.19204269,42.97566187
"656 Elizabeth St, London, ON N5Y 6L3",-81.22907335,42.99856322
"758 Baransway Dr, London, ON N5V 5J7",-81.19086084,43.01842066
"1084 Crumlin Rd, London, ON N5V 1R7",-81.14435524,43.00648796
"4326 Colonel Talbot Rd, London, ON N6P 1B6",-81.2997512,42.9093133
"130 King St, London, ON N6A 1C3",-81.98668025,43.10442235
"59 Woods Edge Close, London, ON N6K 4K8",-81.31260633,42.95388738
"150 Bexhill Dr, London, ON N6E 2P8",-81.19963356,42.94203549
"1348 Hamilton Rd, London, ON N5W 5W9",-81.15529198,42.9700023
"2315 River Rd, London, ON N5W 6C4",-81.13410198,42.978353
"2115 River Rd, London, ON N5W 6C4",-81.14366668,42.97336668
"1570 Oxford St W, London, ON N6H 1W2",-81.349903,42.968213
"5 Richmond St, London, ON N6B 3N9",-81.24611389,42.97610895
"401 Tecumseh Ave E, London, ON N6C 1T4",-81.24154865,42.96961294
"1501 Ryersie Rd, London, ON N6G 2S1",-81.29134942,43.01064739
"32 Wellington Dr, London, ON N6G 4W4",-81.28272109,43.01049026
"15 Ridout St S, London, ON N6B 3N9",-81.251308,42.9772257
"Brydges St, London, ON N5W 2A1",-81.1912468,42.99221065
"W Springbank Gate, London, ON N6K 3N5",-81.32889897,42.9592399
"St Julien St, London, ON N5Z 2T4",-81.2003135,42.9753821
"1051 Wonderland Rd N, London, ON N6G 2Y9",-81.304071,43.00339433
"1565 N Routledge, London, ON N6G 2Y9",-81.30254589,43.00280733
"330 Thames St, London, ON N6A 5N8",-81.25521663,42.98083634
"1735 Culver Dr, London, ON N5V 3G9",-81.18303315,43.00998345
"1700 Cheapside St London, ON N5V 2L9",-81.19496772,43.01894902
"910 Commissioners Rd W, London, ON N6K 1C1",-81.310866,42.9537185
"2 Homan St London, ON N5Z 2G1",-81.2112,42.97663547
"1343 Adelaide St N, London, ON N5X 1K1",-81.249906,43.024992
"320 Hyde Park Rd London, ON N6H 3R7",-81.31266073,42.95971012
"56 Wellington St London, ON N6B 2K3",-81.23962011,42.9745992
"410 Scenic Dr London, ON N5Z 3A8",-81.21017126,42.96896278
"557 Wonderland Rd N London, ON N6H 3E2",-81.28970632,42.9783226
"130 Briscoe St W London, ON N6J 1M5",-81.2540766,42.9667849
"7112 Beattie St, London, ON N6P 1A2",-81.30428757,42.90955744
"320 Bradley Ave London, ON N6E 3J2",-81.24663245,42.93232912
"396 Riverside Dr London, ON N6H 1E9",-81.27891417,42.97837503
"Hillside Dr, London, ON N6G 4N8",-81.2851101,43.01875692
"Hillside Dr, London, ON N6G 4N8",-81.2848156,43.01868365
"1955 Aldersbrook Rd London, ON N6G 3N5",-81.31370197,43.01510922
"1950 Aldersbrook Rd London, ON N6G 3N5",-81.31370197,43.01510922
"99 Dundas St London, ON N6A 6K1",-80.77774976,43.12717421
"520 Riverside Dr London, ON N6H 2S1",-81.28929072,42.97602851
"34 Bellwood Cres London, ON N5Y 2C5",-81.23128036,43.00436062
"33 Bellwood Cres London, ON N5Y 2C5",-81.2313759,43.0043646
"370 Chippendale Cres London, ON N5Z 3G2",-81.21126486,42.96335987
"133 Optimist Park Dr London, ON N6K 4M1",-81.335843,42.93856256
"650 Riverside Dr London, ON N6H 2S4",-81.29268422,42.97326863
"1695 Clarke Rd London, ON N5X 3Z6",-80.7714017,43.0948034
"656 Elizabeth St, London, ON N5Y 0A2",-81.751475,30.328612
"324 Highview Ave E London, ON N6C 5G8",-81.25566841,42.9485898
"449 Barker St, London, ON N5Y 5G9",-81.23354777,43.01763906
"4200 Campbell St N, London, ON N6P 1S7",-81.2938043,42.91331618
"367 Richmeadow Rd London, ON N6H 5T2",-81.3146884,42.9831138
"2 Cummings Ave London, ON N6H 1J7",-81.25879097,42.98821217
"2 St Patrick St London, ON N6H 1P3",-81.26030656,42.99121039
"54 Price St London, ON N5Z 2H9",-81.20685021,42.97462558
"15 St Julien St London, ON N5Z 2M5",-81.20232885,42.97465367
"2270 River Rd London, ON N5W 6C2",-81.13749874,42.98029488
"1084 Crumlin Rd, London, ON N5V 1R7",-81.1434111,43.0065889
"3001 Gore Rd London, ON N5V 5A9",-81.14302433,42.98567476
"641 Sprucewood Dr London, ON N5X 4J5",-81.25549471,43.04393602
"1715 Marconi Blvd London, ON N5V 4V4",-81.15881073,42.98639609
"214 Plane Tree Dr London, ON N6G 5H4",-81.29208166,43.02964294
"4109 Blakie Rd London, ON N6L 1P6",-81.2536723,42.9194776
"5200 Highbury Ave S London, ON N6N 1J6",-81.1816896,42.9390609
"225 Chambers Ave London, ON N5X 4H5",-81.270885,43.037338
"1360 Adelaide St N London, ON N5X 1J9",-81.251571,43.029019
"1620 Wilton Grove Rd London, ON N6N 1M8",-81.16340877,42.93083863
"1617 Wilton Grove Rd London, ON N6N 1M5",-81.16341533,42.93057321
"99 Prince Of Wales Gate London, ON N6H 5M2",-81.3317102,42.99366568
"601 Exeter Rd London, ON N6E 2Z2",-81.22664626,42.92478067
"3526 Dingman Dr London, ON N6E 3X1",-81.21186315,42.91403961
"120 Meadowlily Rd S London, ON N6M 1C2",-81.1867976,42.9678497
"1300 Commissioners Rd E London, ON N6M 0B8",-81.2466039,42.9575023
"696 Wellington Rd London, ON N6C 4R2",-81.22691579,42.94798056
"1070 Kipps Lane London, ON N5Y 4S6",-81.234077,43.021216
"815 Windermere Rd London, ON N5X 1J9",-81.24632146,43.02389607
"1205 Crosscreek Cres London, ON N5Y 6H6",-81.22343665,43.02809869
"868 Windermere Rd London, ON N5X 1J9",-81.24371073,43.02528038
"905 Blackmaple Crt London, ON N5Y 5P9",-81.23149746,43.02762691
"700 Pond Mills Rd London, ON N5Z 4P8",-81.192728,42.9430796
"76 Tetherwood Blvd London, ON N5X 3W3",-81.25651322,43.017284
"1 Mackellar Ave London, ON N6H 5C5",-81.29705365,42.965857
"1200 Oxford St W London, ON N6H 4N2",-81.32327669,42.9747766
"682 Southdale Rd W London, ON N6K 4L5",-81.30735407,42.93724293
"1811 Pinnacle Pky London, ON N6G 5J9",-82.03732761,35.52479526
"1810 Pinnacle Pky London, ON N6G 5J9",-81.3016269,43.0252557
"5 Northcrest Gate London, ON N5X 3V8",-81.28255709,43.03688818
"1511 Shore Rd London, ON N6K 4Z5",-81.3497249,42.97031979
"1285 Richmond St London, ON N6A 3M1",-81.27176431,43.01599119
"121 Oakside St London, ON N5Y 1E8",-81.214406,43.008787
"7197 Clayton Walk London, ON N6P 1V3",-81.31946053,42.91886497
"72 Wyatt St London, ON N6H 4P3",-81.26687854,42.98123341
"153 West Rivertrace Walk London, ON N6G 5J9",-81.30330795,43.02515294
"450 Mcgarrell Dr London, ON N6G 5J7",-81.2942805,43.0245141
"1136 Smither Rd London, ON N6G 5R8",-81.3181516,42.995081
"460 Sugarcreek Trail London, ON N6H 2M6",-81.2819847,42.982599
"1750 Oxford St W London, ON N6K 0A8",-81.2615393,42.992927
"50 Greenside Ave London, ON N6J 2X5",-83.65554941,42.23617541
"78 Riverside Dr London, ON N6H 1B4",-81.26137977,42.98276485
"39 Connaught Ave London, ON N5Y 3A6",-81.21915667,43.0002429
"25 Beaufort St London, ON N6G 1A6",-81.26405531,42.99592746
"901 Commissioners Rd E London, ON N6C 2V4",-81.21570913,42.95880513
"780 Mapleridge St London, ON N6H 0A5",-81.30456603,42.98884138
"1590 Warbler Woods Walk London, ON N6K 4Z3",-81.3563717,42.964291
"7198 Clayton Walk London, ON N6P 1V3",-81.31983563,42.91943559
"40 Capulet Lane London, ON N6H 0B1",-81.29816437,42.9859491
"2135 Blackwater Rd London, ON N5X 4J9",-82.94134159,39.46406199
"230 Greenwood Ave London, ON N6J 3G4",-81.27545365,42.97085699
"135 Optimist Park Dr London, ON N6K 4M1",-81.33602066,42.938655
"43 Cheltenham Rd London, ON N6H 5P6",-81.32894033,42.98345353
"887 South Wenige Dr London, ON N5X 4G9",-81.25247419,43.04691645
"995 South Wenige Dr London, ON N5X 4G4",-81.2536682,43.049648
"1680 Milestone Rd London, ON N5X 2E9",-81.24554421,43.04445111
"745 Longworth Rd London, ON N6K 0B5",-81.31046043,42.94784919
"2295 Ballymote Way London, ON N5X 4P8",-81.2476489,43.0557885
"420 Ambleside Dr London, ON N6G 4X9",-81.30169143,43.01920692
"60 Pitcarnie Cres London, ON N6G 4E9",-81.3042094,43.0112179
"211 Halls Mill Rd London, ON N6K 2L2",-81.33439926,42.96356545
"1617 Hyde Park Rd London, ON N6H 5L7",-81.33201243,42.99986251
"4695 Dingman Dr London, ON N6L 1J3",-81.26430525,42.90920629
"204 Skyline Ave London, ON N5X 0A3",-81.28088583,43.03924897
"3355 White Oak Rd London, ON N6E 2Z9",-81.25065449,42.93136508
"1605 Shore Rd London, ON N6K 5B9",-81.35277854,42.97006484
"881 Adirondack Rd London, ON N6K 4W8",-81.30043855,42.93910094
"2875 Bateman Trail London, ON N6L 0A6",-81.2564108,42.93961
"29 Brookside St London, ON N5Z 3J4",-81.22637874,42.97263658
"203 Wharncliffe Rd S, London, ON N6J 2K8",-81.26216161,42.97033127
"50 Springbank Dr London, ON N6J 1E3",-81.26526036,42.97540443
"106 Springbank Dr London, ON N6J 1E7",-81.26976146,42.97510622
"201 Wharncliffe Rd S London, ON N6J 2K8",-81.2619879,42.9702503
"10 Hazelwood Ave, London, ON N6J 3J9",-81.27690177,42.96197585
"920 Sunningdale Rd E London, ON N5X 0H5",-81.25762637,43.0483615
"919 Blackmaple Crt London, ON N5Y 5P9",-81.23125718,43.02771665
"637 Ridgeview Dr London, ON N5Y 6H7",-81.23405337,43.02455663
"1369 Clarke Rd London, ON N5V 5B4",-81.19252146,43.03145488
"1833 Sumac Way, London, ON N6K 4M9",-81.2615393,42.992927
"77 Connaught Ave London, ON N5Y 3A5",-81.21621073,43.00074906
"1480 Commissioners Rd E London, ON N6M 1C2",-81.17959826,42.96415745
"1036 Shelborne Pl London, ON N5Z 5B9",-81.1961916,42.97201721
"4322 Masterson Cir London, ON N6P 1T4",-81.31144785,42.91308196
"1251 South Wenige Dr London, ON N5X 4M3",-81.2536682,43.049648
"2070 Wallingford Ave London, ON N6G 0E6",-81.31394292,43.02887252
"955 Byronmanor Rd London, ON N6K 5B1",-81.31984636,42.93734136
"3155 Meadowgate Blvd London, ON N6M 0B7",-81.1802431,42.962521
"61 Repton Ave London, ON N5X 3G3",-81.26649383,43.03786743
"1271 Cranbrook Rd London, ON N6K 4V3",-81.31445199,42.94108933
"1270 Cranbrook Rd London, ON N6K 4V3",-81.31445199,42.94108933
"2190 Kains Rd London, ON N6K 0C1",-81.3655318,42.9722014
"139 Dundas St London, ON N6A 1G1",-82.40075991,42.98254708
"453 Oxford St W London, ON N6H 2L7",-81.2615393,42.992927
"390 Oxford St W, London, ON N6H 1T3",-81.28704037,42.98424592
"390 Oxford St W, London, ON N6H 1T3",-81.28612263,42.98364726
" 2123 Springridge Drive London, ON N5X 4P8",-81.25236236,43.05554695
"1510 Hamilton Rd London, ON N5W 5W8",-81.15483992,42.97050879
"1585 Riverbend Rd London, ON N6K 4Z9",-81.36269656,42.97184128
"35 Debbie Lane London, ON N5X 3H1",-81.27659271,43.03349594
"460 Killarney Rd London, ON N5X 0B8",-81.22016437,43.04074306
"545 Killarney Rd London, ON N5X 0B8",-81.22016437,43.04074306
"741 Redtail Trail London, ON N6H 5X7",-81.3157751,42.9868334
"741 Redtail Trail London, ON N6H 5X7",-81.3157751,42.9868334
"Cantebury park, 99 Prince of Wales Gate, London, ON N6H 5M2",-81.32820132,42.99228735
"740 Thistlewood Dr London, ON N5X 0A7",-82.1281396,34.89194595
"1965 Coronation Dr London, ON N6G 0B5",-81.32775839,43.00461213
"1045 Wonderland Rd N London, ON N6G 2Y9",-81.30254589,43.00280733
"1830 Coronation Dr London, ON N6G 0B5",-81.32775839,43.00461213
"6760 Raleigh Blvd London, ON N6P 1V7",-81.31156586,42.93427612
"1115 Whetherfield St London, ON N6H 5X1",-81.3071924,42.9852436
"2384 Buroak Dr London, ON N6G 5B6",-81.3249457,43.0252209
